,1,2,3,4,5,CY,Z_count_1,Z_count_2,Z_count_3,Z_count_4,Z_count_5,Z_count_6,Z_min,Z_T,Z_max,Z_min_61,Z_max_61,Z_min_c,Z_T_c,Z_max_c,Z_min_61_c,Z_max_61_c,F_count_1,F_count_2,F_count_3,F_count_4,F_count_5,F_count_6,F_min,F_T,F_max,F_min_56,F_max_56,F_min_c,F_T_c,F_max_c,F_min_56_c,F_max_56_c
2115,2,4,5,5,4,1,0,1,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,2,2,0,0,1,2,0,2,0,1,2,0,2
2116,2,4,5,5,5,1,0,1,0,1,3,0,0,0,3,0,0,0,0,3,0,0,0,1,0,1,3,0,0,1,3,0,3,0,1,3,0,3
2117,2,4,5,5,6,1,0,1,0,1,2,1,0,0,2,0,1,0,0,2,0,1,0,1,0,1,2,1,0,1,2,1,2,0,1,2,1,2
2118,2,4,5,6,1,10,1,1,0,1,1,1,0,1,1,1,1,0,10,10,10,10,1,2,1,2,2,2,1,2,2,2,2,10,20,20,20,20
2119,2,4,5,6,2,1,0,2,0,1,1,1,0,0,2,0,1,0,0,2,0,1,0,2,0,1,1,1,0,2,2,1,1,0,2,2,1,1
2120,2,4,5,6,3,10,0,1,1,1,1,1,0,0,1,0,1,0,0,10,0,10,0,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10
2121,2,4,5,6,4,1,0,1,0,2,1,1,0,0,2,0,1,0,0,2,0,1,0,1,0,2,1,1,0,1,2,1,1,0,1,2,1,1
2122,2,4,5,6,5,1,0,1,0,1,2,1,0,0,2,0,1,0,0,2,0,1,0,1,0,1,2,1,0,1,2,1,2,0,1,2,1,2
2123,2,4,5,6,6,1,0,1,0,1,1,2,0,0,2,0,2,0,0,2,0,2,0,1,0,1,1,2,0,1,2,1,2,0,1,2,1,2
2124,2,4,6,1,1,1,2,1,0,1,0,1,0,2,2,1,2,0,2,2,1,2,2,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3
2125,2,4,6,1,2,1,1,2,0,1,0,1,0,1,2,1,1,0,1,2,1,1,1,3,1,2,1,2,1,3,3,1,2,1,3,3,1,2
2126,2,4,6,1,3,10,1,1,1,1,0,1,0,1,1,1,1,0,10,10,10,10,1,2,2,2,1,2,1,2,2,1,2,10,20,20,10,20
2127,2,4,6,1,4,1,1,1,0,2,0,1,0,1,2,1,1,0,1,2,1,1,1,2,1,3,1,2,1,2,3,1,2,1,2,3,1,2
2128,2,4,6,1,5,10,1,1,0,1,1,1,0,1,1,1,1,0,10,10,10,10,1,2,1,2,2,2,1,2,2,2,2,10,20,20,20,20
2129,2,4,6,1,6,1,1,1,0,1,0,2,0,1,2,1,2,0,1,2,1,2,1,2,1,2,1,3,1,2,3,1,3,1,2,3,1,3
2130,2,4,6,2,1,1,1,2,0,1,0,1,0,1,2,1,1,0,1,2,1,1,1,3,1,2,1,2,1,3,3,1,2,1,3,3,1,2
2131,2,4,6,2,2,1,0,3,0,1,0,1,0,0,3,0,1,0,0,3,0,1,0,3,0,1,0,1,0,3,3,0,1,0,3,3,0,1
2132,2,4,6,2,3,1,0,2,1,1,0,1,0,0,2,0,1,0,0,2,0,1,0,2,1,1,0,1,0,2,2,0,1,0,2,2,0,1
2133,2,4,6,2,4,1,0,2,0,2,0,1,0,0,2,0,1,0,0,2,0,1,0,2,0,2,0,1,0,2,2,0,1,0,2,2,0,1
2134,2,4,6,2,5,1,0,2,0,1,1,1,0,0,2,0,1,0,0,2,0,1,0,2,0,1,1,1,0,2,2,1,1,0,2,2,1,1
2135,2,4,6,2,6,1,0,2,0,1,0,2,0,0,2,0,2,0,0,2,0,2,0,2,0,1,0,2,0,2,2,0,2,0,2,2,0,2
2136,2,4,6,3,1,10,1,1,1,1,0,1,0,1,1,1,1,0,10,10,10,10,1,2,2,2,1,2,1,2,2,1,2,10,20,20,10,20
2137,2,4,6,3,2,1,0,2,1,1,0,1,0,0,2,0,1,0,0,2,0,1,0,2,1,1,0,1,0,2,2,0,1,0,2,2,0,1
2138,2,4,6,3,3,1,0,1,2,1,0,1,0,0,2,0,1,0,0,2,0,1,0,1,2,1,0,1,0,1,2,0,1,0,1,2,0,1
2139,2,4,6,3,4,1,0,1,1,2,0,1,0,0,2,0,1,0,0,2,0,1,0,1,1,2,0,1,0,1,2,0,1,0,1,2,0,1
2140,2,4,6,3,5,10,0,1,1,1,1,1,0,0,1,0,1,0,0,10,0,10,0,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10
2141,2,4,6,3,6,1,0,1,1,1,0,2,0,0,2,0,2,0,0,2,0,2,0,1,1,1,0,2,0,1,2,0,2,0,1,2,0,2
2142,2,4,6,4,1,1,1,1,0,2,0,1,0,1,2,1,1,0,1,2,1,1,1,2,1,3,1,2,1,2,3,1,2,1,2,3,1,2
2143,2,4,6,4,2,1,0,2,0,2,0,1,0,0,2,0,1,0,0,2,0,1,0,2,0,2,0,1,0,2,2,0,1,0,2,2,0,1
2144,2,4,6,4,3,1,0,1,1,2,0,1,0,0,2,0,1,0,0,2,0,1,0,1,1,2,0,1,0,1,2,0,1,0,1,2,0,1
2145,2,4,6,4,4,1,0,1,0,3,0,1,0,0,3,0,1,0,0,3,0,1,0,1,0,3,0,1,0,1,3,0,1,0,1,3,0,1
2146,2,4,6,4,5,1,0,1,0,2,1,1,0,0,2,0,1,0,0,2,0,1,0,1,0,2,1,1,0,1,2,1,1,0,1,2,1,1
2147,2,4,6,4,6,1,0,1,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,1,0,2,0,2,0,1,2,0,2,0,1,2,0,2
2148,2,4,6,5,1,10,1,1,0,1,1,1,0,1,1,1,1,0,10,10,10,10,1,2,1,2,2,2,1,2,2,2,2,10,20,20,20,20
2149,2,4,6,5,2,1,0,2,0,1,1,1,0,0,2,0,1,0,0,2,0,1,0,2,0,1,1,1,0,2,2,1,1,0,2,2,1,1
2150,2,4,6,5,3,10,0,1,1,1,1,1,0,0,1,0,1,0,0,10,0,10,0,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10
2151,2,4,6,5,4,1,0,1,0,2,1,1,0,0,2,0,1,0,0,2,0,1,0,1,0,2,1,1,0,1,2,1,1,0,1,2,1,1
2152,2,4,6,5,5,1,0,1,0,1,2,1,0,0,2,0,1,0,0,2,0,1,0,1,0,1,2,1,0,1,2,1,2,0,1,2,1,2
2153,2,4,6,5,6,1,0,1,0,1,1,2,0,0,2,0,2,0,0,2,0,2,0,1,0,1,1,2,0,1,2,1,2,0,1,2,1,2
2154,2,4,6,6,1,1,1,1,0,1,0,2,0,1,2,1,2,0,1,2,1,2,1,2,1,2,1,3,1,2,3,1,3,1,2,3,1,3
2155,2,4,6,6,2,1,0,2,0,1,0,2,0,0,2,0,2,0,0,2,0,2,0,2,0,1,0,2,0,2,2,0,2,0,2,2,0,2
2156,2,4,6,6,3,1,0,1,1,1,0,2,0,0,2,0,2,0,0,2,0,2,0,1,1,1,0,2,0,1,2,0,2,0,1,2,0,2
2157,2,4,6,6,4,1,0,1,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,1,0,2,0,2,0,1,2,0,2,0,1,2,0,2
2158,2,4,6,6,5,1,0,1,0,1,1,2,0,0,2,0,2,0,0,2,0,2,0,1,0,1,1,2,0,1,2,1,2,0,1,2,1,2
2159,2,4,6,6,6,1,0,1,0,1,0,3,0,0,3,0,3,0,0,3,0,3,0,1,0,1,0,3,0,1,3,0,3,0,1,3,0,3
2160,2,5,1,1,1,1,3,1,0,0,1,0,0,3,3,0,3,0,3,3,0,3,3,4,3,3,4,3,3,4,4,3,4,3,4,4,3,4
2161,2,5,1,1,2,1,2,2,0,0,1,0,0,2,2,0,2,0,2,2,0,2,2,4,2,2,3,2,2,4,4,2,3,2,4,4,2,3
2162,2,5,1,1,3,1,2,1,1,0,1,0,0,2,2,0,2,0,2,2,0,2,2,3,3,2,3,2,2,3,3,2,3,2,3,3,2,3
2163,2,5,1,1,4,1,2,1,0,1,1,0,0,2,2,0,2,0,2,2,0,2,2,3,2,3,3,2,2,3,3,2,3,2,3,3,2,3
2164,2,5,1,1,5,1,2,1,0,0,2,0,0,2,2,0,2,0,2,2,0,2,2,3,2,2,4,2,2,3,4,2,4,2,3,4,2,4
2165,2,5,1,1,6,1,2,1,0,0,1,1,0,2,2,1,2,0,2,2,1,2,2,3,2,2,3,3,2,3,3,3,3,2,3,3,3,3
2166,2,5,1,2,1,1,2,2,0,0,1,0,0,2,2,0,2,0,2,2,0,2,2,4,2,2,3,2,2,4,4,2,3,2,4,4,2,3
2167,2,5,1,2,2,1,1,3,0,0,1,0,0,1,3,0,1,0,1,3,0,1,1,4,1,1,2,1,1,4,4,1,2,1,4,4,1,2
2168,2,5,1,2,3,1,1,2,1,0,1,0,0,1,2,0,1,0,1,2,0,1,1,3,2,1,2,1,1,3,3,1,2,1,3,3,1,2
2169,2,5,1,2,4,1,1,2,0,1,1,0,0,1,2,0,1,0,1,2,0,1,1,3,1,2,2,1,1,3,3,1,2,1,3,3,1,2
2170,2,5,1,2,5,1,1,2,0,0,2,0,0,1,2,0,1,0,1,2,0,1,1,3,1,1,3,1,1,3,3,1,3,1,3,3,1,3
2171,2,5,1,2,6,1,1,2,0,0,1,1,0,1,2,1,1,0,1,2,1,1,1,3,1,1,2,2,1,3,3,2,2,1,3,3,2,2
2172,2,5,1,3,1,1,2,1,1,0,1,0,0,2,2,0,2,0,2,2,0,2,2,3,3,2,3,2,2,3,3,2,3,2,3,3,2,3
2173,2,5,1,3,2,1,1,2,1,0,1,0,0,1,2,0,1,0,1,2,0,1,1,3,2,1,2,1,1,3,3,1,2,1,3,3,1,2
2174,2,5,1,3,3,1,1,1,2,0,1,0,0,1,2,0,1,0,1,2,0,1,1,2,3,1,2,1,1,2,3,1,2,1,2,3,1,2
2175,2,5,1,3,4,10,1,1,1,1,1,0,0,1,1,0,1,0,10,10,0,10,1,2,2,2,2,1,1,2,2,1,2,10,20,20,10,20
2176,2,5,1,3,5,1,1,1,1,0,2,0,0,1,2,0,1,0,1,2,0,1,1,2,2,1,3,1,1,2,3,1,3,1,2,3,1,3
2177,2,5,1,3,6,10,1,1,1,0,1,1,0,1,1,1,1,0,10,10,10,10,1,2,2,1,2,2,1,2,2,2,2,10,20,20,20,20
2178,2,5,1,4,1,1,2,1,0,1,1,0,0,2,2,0,2,0,2,2,0,2,2,3,2,3,3,2,2,3,3,2,3,2,3,3,2,3
2179,2,5,1,4,2,1,1,2,0,1,1,0,0,1,2,0,1,0,1,2,0,1,1,3,1,2,2,1,1,3,3,1,2,1,3,3,1,2
2180,2,5,1,4,3,10,1,1,1,1,1,0,0,1,1,0,1,0,10,10,0,10,1,2,2,2,2,1,1,2,2,1,2,10,20,20,10,20
2181,2,5,1,4,4,1,1,1,0,2,1,0,0,1,2,0,1,0,1,2,0,1,1,2,1,3,2,1,1,2,3,1,2,1,2,3,1,2
2182,2,5,1,4,5,1,1,1,0,1,2,0,0,1,2,0,1,0,1,2,0,1,1,2,1,2,3,1,1,2,3,1,3,1,2,3,1,3
2183,2,5,1,4,6,10,1,1,0,1,1,1,0,1,1,1,1,0,10,10,10,10,1,2,1,2,2,2,1,2,2,2,2,10,20,20,20,20
2184,2,5,1,5,1,1,2,1,0,0,2,0,0,2,2,0,2,0,2,2,0,2,2,3,2,2,4,2,2,3,4,2,4,2,3,4,2,4
2185,2,5,1,5,2,1,1,2,0,0,2,0,0,1,2,0,1,0,1,2,0,1,1,3,1,1,3,1,1,3,3,1,3,1,3,3,1,3
2186,2,5,1,5,3,1,1,1,1,0,2,0,0,1,2,0,1,0,1,2,0,1,1,2,2,1,3,1,1,2,3,1,3,1,2,3,1,3
2187,2,5,1,5,4,1,1,1,0,1,2,0,0,1,2,0,1,0,1,2,0,1,1,2,1,2,3,1,1,2,3,1,3,1,2,3,1,3
2188,2,5,1,5,5,1,1,1,0,0,3,0,0,1,3,0,1,0,1,3,0,1,1,2,1,1,4,1,1,2,4,1,4,1,2,4,1,4
2189,2,5,1,5,6,1,1,1,0,0,2,1,0,1,2,1,1,0,1,2,1,1,1,2,1,1,3,2,1,2,3,2,3,1,2,3,2,3
2190,2,5,1,6,1,1,2,1,0,0,1,1,0,2,2,1,2,0,2,2,1,2,2,3,2,2,3,3,2,3,3,3,3,2,3,3,3,3
2191,2,5,1,6,2,1,1,2,0,0,1,1,0,1,2,1,1,0,1,2,1,1,1,3,1,1,2,2,1,3,3,2,2,1,3,3,2,2
2192,2,5,1,6,3,10,1,1,1,0,1,1,0,1,1,1,1,0,10,10,10,10,1,2,2,1,2,2,1,2,2,2,2,10,20,20,20,20
2193,2,5,1,6,4,10,1,1,0,1,1,1,0,1,1,1,1,0,10,10,10,10,1,2,1,2,2,2,1,2,2,2,2,10,20,20,20,20
2194,2,5,1,6,5,1,1,1,0,0,2,1,0,1,2,1,1,0,1,2,1,1,1,2,1,1,3,2,1,2,3,2,3,1,2,3,2,3
2195,2,5,1,6,6,1,1,1,0,0,1,2,0,1,2,1,2,0,1,2,1,2,1,2,1,1,2,3,1,2,3,2,3,1,2,3,2,3
2196,2,5,2,1,1,1,2,2,0,0,1,0,0,2,2,0,2,0,2,2,0,2,2,4,2,2,3,2,2,4,4,2,3,2,4,4,2,3
2197,2,5,2,1,2,1,1,3,0,0,1,0,0,1,3,0,1,0,1,3,0,1,1,4,1,1,2,1,1,4,4,1,2,1,4,4,1,2
2198,2,5,2,1,3,1,1,2,1,0,1,0,0,1,2,0,1,0,1,2,0,1,1,3,2,1,2,1,1,3,3,1,2,1,3,3,1,2
2199,2,5,2,1,4,1,1,2,0,1,1,0,0,1,2,0,1,0,1,2,0,1,1,3,1,2,2,1,1,3,3,1,2,1,3,3,1,2
2200,2,5,2,1,5,1,1,2,0,0,2,0,0,1,2,0,1,0,1,2,0,1,1,3,1,1,3,1,1,3,3,1,3,1,3,3,1,3
2201,2,5,2,1,6,1,1,2,0,0,1,1,0,1,2,1,1,0,1,2,1,1,1,3,1,1,2,2,1,3,3,2,2,1,3,3,2,2
2202,2,5,2,2,1,1,1,3,0,0,1,0,0,1,3,0,1,0,1,3,0,1,1,4,1,1,2,1,1,4,4,1,2,1,4,4,1,2
2203,2,5,2,2,2,1,0,4,0,0,1,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,1,0,0,4,4,0,1,0,4,4,0,1
2204,2,5,2,2,3,1,0,3,1,0,1,0,0,0,3,0,0,0,0,3,0,0,0,3,1,0,1,0,0,3,3,0,1,0,3,3,0,1
2205,2,5,2,2,4,1,0,3,0,1,1,0,0,0,3,0,0,0,0,3,0,0,0,3,0,1,1,0,0,3,3,0,1,0,3,3,0,1
2206,2,5,2,2,5,1,0,3,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,2,0,0,3,3,0,2,0,3,3,0,2
2207,2,5,2,2,6,1,0,3,0,0,1,1,0,0,3,0,1,0,0,3,0,1,0,3,0,0,1,1,0,3,3,1,1,0,3,3,1,1
2208,2,5,2,3,1,1,1,2,1,0,1,0,0,1,2,0,1,0,1,2,0,1,1,3,2,1,2,1,1,3,3,1,2,1,3,3,1,2
2209,2,5,2,3,2,1,0,3,1,0,1,0,0,0,3,0,0,0,0,3,0,0,0,3,1,0,1,0,0,3,3,0,1,0,3,3,0,1
2210,2,5,2,3,3,1,0,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,1,0,0,2,2,0,1,0,2,2,0,1
2211,2,5,2,3,4,1,0,2,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,2,1,1,1,0,0,2,2,0,1,0,2,2,0,1
2212,2,5,2,3,5,1,0,2,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,1,0,2,0,0,2,2,0,2,0,2,2,0,2
2213,2,5,2,3,6,1,0,2,1,0,1,1,0,0,2,0,1,0,0,2,0,1,0,2,1,0,1,1,0,2,2,1,1,0,2,2,1,1
2214,2,5,2,4,1,1,1,2,0,1,1,0,0,1,2,0,1,0,1,2,0,1,1,3,1,2,2,1,1,3,3,1,2,1,3,3,1,2
2215,2,5,2,4,2,1,0,3,0,1,1,0,0,0,3,0,0,0,0,3,0,0,0,3,0,1,1,0,0,3,3,0,1,0,3,3,0,1
2216,2,5,2,4,3,1,0,2,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,2,1,1,1,0,0,2,2,0,1,0,2,2,0,1
2217,2,5,2,4,4,1,0,2,0,2,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,2,1,0,0,2,2,0,1,0,2,2,0,1
2218,2,5,2,4,5,1,0,2,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0,0,2,2,0,2,0,2,2,0,2
2219,2,5,2,4,6,1,0,2,0,1,1,1,0,0,2,0,1,0,0,2,0,1,0,2,0,1,1,1,0,2,2,1,1,0,2,2,1,1
2220,2,5,2,5,1,1,1,2,0,0,2,0,0,1,2,0,1,0,1,2,0,1,1,3,1,1,3,1,1,3,3,1,3,1,3,3,1,3
2221,2,5,2,5,2,1,0,3,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,2,0,0,3,3,0,2,0,3,3,0,2
2222,2,5,2,5,3,1,0,2,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,1,0,2,0,0,2,2,0,2,0,2,2,0,2
2223,2,5,2,5,4,1,0,2,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0,0,2,2,0,2,0,2,2,0,2
2224,2,5,2,5,5,1,0,2,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,3,0,0,2,3,0,3,0,2,3,0,3
2225,2,5,2,5,6,1,0,2,0,0,2,1,0,0,2,0,1,0,0,2,0,1,0,2,0,0,2,1,0,2,2,1,2,0,2,2,1,2
2226,2,5,2,6,1,1,1,2,0,0,1,1,0,1,2,1,1,0,1,2,1,1,1,3,1,1,2,2,1,3,3,2,2,1,3,3,2,2
2227,2,5,2,6,2,1,0,3,0,0,1,1,0,0,3,0,1,0,0,3,0,1,0,3,0,0,1,1,0,3,3,1,1,0,3,3,1,1
2228,2,5,2,6,3,1,0,2,1,0,1,1,0,0,2,0,1,0,0,2,0,1,0,2,1,0,1,1,0,2,2,1,1,0,2,2,1,1
2229,2,5,2,6,4,1,0,2,0,1,1,1,0,0,2,0,1,0,0,2,0,1,0,2,0,1,1,1,0,2,2,1,1,0,2,2,1,1
2230,2,5,2,6,5,1,0,2,0,0,2,1,0,0,2,0,1,0,0,2,0,1,0,2,0,0,2,1,0,2,2,1,2,0,2,2,1,2
2231,2,5,2,6,6,1,0,2,0,0,1,2,0,0,2,0,2,0,0,2,0,2,0,2,0,0,1,2,0,2,2,1,2,0,2,2,1,2
2232,2,5,3,1,1,1,2,1,1,0,1,0,0,2,2,0,2,0,2,2,0,2,2,3,3,2,3,2,2,3,3,2,3,2,3,3,2,3
2233,2,5,3,1,2,1,1,2,1,0,1,0,0,1,2,0,1,0,1,2,0,1,1,3,2,1,2,1,1,3,3,1,2,1,3,3,1,2
2234,2,5,3,1,3,1,1,1,2,0,1,0,0,1,2,0,1,0,1,2,0,1,1,2,3,1,2,1,1,2,3,1,2,1,2,3,1,2
2235,2,5,3,1,4,10,1,1,1,1,1,0,0,1,1,0,1,0,10,10,0,10,1,2,2,2,2,1,1,2,2,1,2,10,20,20,10,20
2236,2,5,3,1,5,1,1,1,1,0,2,0,0,1,2,0,1,0,1,2,0,1,1,2,2,1,3,1,1,2,3,1,3,1,2,3,1,3
2237,2,5,3,1,6,10,1,1,1,0,1,1,0,1,1,1,1,0,10,10,10,10,1,2,2,1,2,2,1,2,2,2,2,10,20,20,20,20
2238,2,5,3,2,1,1,1,2,1,0,1,0,0,1,2,0,1,0,1,2,0,1,1,3,2,1,2,1,1,3,3,1,2,1,3,3,1,2
2239,2,5,3,2,2,1,0,3,1,0,1,0,0,0,3,0,0,0,0,3,0,0,0,3,1,0,1,0,0,3,3,0,1,0,3,3,0,1
2240,2,5,3,2,3,1,0,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,1,0,0,2,2,0,1,0,2,2,0,1
2241,2,5,3,2,4,1,0,2,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,2,1,1,1,0,0,2,2,0,1,0,2,2,0,1
2242,2,5,3,2,5,1,0,2,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,1,0,2,0,0,2,2,0,2,0,2,2,0,2
2243,2,5,3,2,6,1,0,2,1,0,1,1,0,0,2,0,1,0,0,2,0,1,0,2,1,0,1,1,0,2,2,1,1,0,2,2,1,1
2244,2,5,3,3,1,1,1,1,2,0,1,0,0,1,2,0,1,0,1,2,0,1,1,2,3,1,2,1,1,2,3,1,2,1,2,3,1,2
2245,2,5,3,3,2,1,0,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,1,0,0,2,2,0,1,0,2,2,0,1
2246,2,5,3,3,3,1,0,1,3,0,1,0,0,0,3,0,0,0,0,3,0,0,0,1,3,0,1,0,0,1,3,0,1,0,1,3,0,1
2247,2,5,3,3,4,1,0,1,2,1,1,0,0,0,2,0,0,0,0,2,0,0,0,1,2,1,1,0,0,1,2,0,1,0,1,2,0,1
2248,2,5,3,3,5,1,0,1,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,2,0,2,0,0,1,2,0,2,0,1,2,0,2
2249,2,5,3,3,6,1,0,1,2,0,1,1,0,0,2,0,1,0,0,2,0,1,0,1,2,0,1,1,0,1,2,1,1,0,1,2,1,1
2250,2,5,3,4,1,10,1,1,1,1,1,0,0,1,1,0,1,0,10,10,0,10,1,2,2,2,2,1,1,2,2,1,2,10,20,20,10,20
2251,2,5,3,4,2,1,0,2,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,2,1,1,1,0,0,2,2,0,1,0,2,2,0,1
2252,2,5,3,4,3,1,0,1,2,1,1,0,0,0,2,0,0,0,0,2,0,0,0,1,2,1,1,0,0,1,2,0,1,0,1,2,0,1
2253,2,5,3,4,4,1,0,1,1,2,1,0,0,0,2,0,0,0,0,2,0,0,0,1,1,2,1,0,0,1,2,0,1,0,1,2,0,1
2254,2,5,3,4,5,1,0,1,1,1,2,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1,2,0,0,1,2,0,2,0,1,2,0,2
2255,2,5,3,4,6,10,0,1,1,1,1,1,0,0,1,0,1,0,0,10,0,10,0,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10
2256,2,5,3,5,1,1,1,1,1,0,2,0,0,1,2,0,1,0,1,2,0,1,1,2,2,1,3,1,1,2,3,1,3,1,2,3,1,3
2257,2,5,3,5,2,1,0,2,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,1,0,2,0,0,2,2,0,2,0,2,2,0,2
2258,2,5,3,5,3,1,0,1,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,2,0,2,0,0,1,2,0,2,0,1,2,0,2
2259,2,5,3,5,4,1,0,1,1,1,2,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1,2,0,0,1,2,0,2,0,1,2,0,2
2260,2,5,3,5,5,1,0,1,1,0,3,0,0,0,3,0,0,0,0,3,0,0,0,1,1,0,3,0,0,1,3,0,3,0,1,3,0,3
2261,2,5,3,5,6,1,0,1,1,0,2,1,0,0,2,0,1,0,0,2,0,1,0,1,1,0,2,1,0,1,2,1,2,0,1,2,1,2
2262,2,5,3,6,1,10,1,1,1,0,1,1,0,1,1,1,1,0,10,10,10,10,1,2,2,1,2,2,1,2,2,2,2,10,20,20,20,20
2263,2,5,3,6,2,1,0,2,1,0,1,1,0,0,2,0,1,0,0,2,0,1,0,2,1,0,1,1,0,2,2,1,1,0,2,2,1,1
2264,2,5,3,6,3,1,0,1,2,0,1,1,0,0,2,0,1,0,0,2,0,1,0,1,2,0,1,1,0,1,2,1,1,0,1,2,1,1
2265,2,5,3,6,4,10,0,1,1,1,1,1,0,0,1,0,1,0,0,10,0,10,0,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10
2266,2,5,3,6,5,1,0,1,1,0,2,1,0,0,2,0,1,0,0,2,0,1,0,1,1,0,2,1,0,1,2,1,2,0,1,2,1,2
2267,2,5,3,6,6,1,0,1,1,0,1,2,0,0,2,0,2,0,0,2,0,2,0,1,1,0,1,2,0,1,2,1,2,0,1,2,1,2
2268,2,5,4,1,1,1,2,1,0,1,1,0,0,2,2,0,2,0,2,2,0,2,2,3,2,3,3,2,2,3,3,2,3,2,3,3,2,3
2269,2,5,4,1,2,1,1,2,0,1,1,0,0,1,2,0,1,0,1,2,0,1,1,3,1,2,2,1,1,3,3,1,2,1,3,3,1,2
2270,2,5,4,1,3,10,1,1,1,1,1,0,0,1,1,0,1,0,10,10,0,10,1,2,2,2,2,1,1,2,2,1,2,10,20,20,10,20
2271,2,5,4,1,4,1,1,1,0,2,1,0,0,1,2,0,1,0,1,2,0,1,1,2,1,3,2,1,1,2,3,1,2,1,2,3,1,2
2272,2,5,4,1,5,1,1,1,0,1,2,0,0,1,2,0,1,0,1,2,0,1,1,2,1,2,3,1,1,2,3,1,3,1,2,3,1,3
2273,2,5,4,1,6,10,1,1,0,1,1,1,0,1,1,1,1,0,10,10,10,10,1,2,1,2,2,2,1,2,2,2,2,10,20,20,20,20
2274,2,5,4,2,1,1,1,2,0,1,1,0,0,1,2,0,1,0,1,2,0,1,1,3,1,2,2,1,1,3,3,1,2,1,3,3,1,2
2275,2,5,4,2,2,1,0,3,0,1,1,0,0,0,3,0,0,0,0,3,0,0,0,3,0,1,1,0,0,3,3,0,1,0,3,3,0,1
2276,2,5,4,2,3,1,0,2,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,2,1,1,1,0,0,2,2,0,1,0,2,2,0,1
2277,2,5,4,2,4,1,0,2,0,2,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,2,1,0,0,2,2,0,1,0,2,2,0,1
2278,2,5,4,2,5,1,0,2,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0,0,2,2,0,2,0,2,2,0,2
2279,2,5,4,2,6,1,0,2,0,1,1,1,0,0,2,0,1,0,0,2,0,1,0,2,0,1,1,1,0,2,2,1,1,0,2,2,1,1
2280,2,5,4,3,1,10,1,1,1,1,1,0,0,1,1,0,1,0,10,10,0,10,1,2,2,2,2,1,1,2,2,1,2,10,20,20,10,20
2281,2,5,4,3,2,1,0,2,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,2,1,1,1,0,0,2,2,0,1,0,2,2,0,1
2282,2,5,4,3,3,1,0,1,2,1,1,0,0,0,2,0,0,0,0,2,0,0,0,1,2,1,1,0,0,1,2,0,1,0,1,2,0,1
2283,2,5,4,3,4,1,0,1,1,2,1,0,0,0,2,0,0,0,0,2,0,0,0,1,1,2,1,0,0,1,2,0,1,0,1,2,0,1
2284,2,5,4,3,5,1,0,1,1,1,2,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1,2,0,0,1,2,0,2,0,1,2,0,2
2285,2,5,4,3,6,10,0,1,1,1,1,1,0,0,1,0,1,0,0,10,0,10,0,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10
2286,2,5,4,4,1,1,1,1,0,2,1,0,0,1,2,0,1,0,1,2,0,1,1,2,1,3,2,1,1,2,3,1,2,1,2,3,1,2
2287,2,5,4,4,2,1,0,2,0,2,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,2,1,0,0,2,2,0,1,0,2,2,0,1
2288,2,5,4,4,3,1,0,1,1,2,1,0,0,0,2,0,0,0,0,2,0,0,0,1,1,2,1,0,0,1,2,0,1,0,1,2,0,1
